affy_probe	gene_symbol
91220_at	LOC100132625
224103_at	LOC100132661
1555180_at	LOC100132686
84088_at	LOC100132705
43698_r_at	LOC100132707
1558527_at	LOC100132707
1569898_a_at	LOC100132707
224278_at	C2orf14
55834_at	LOC100132735
1557161_at	LOC100132735
1556402_at	LOC100132741
75781_f_at	LOC100132790
72740_at	LOC100132815
227234_at	LOC100132815
70403_at	LOC100132815
51732_f_at	LOC100132815
1560446_at	LOC100132815
1565746_at	LOC100132815
1565748_at	LOC100132815
66254_at	LOC100132832
1560002_at	LOC100132859
89162_at	LOC100132884
228899_at	LOC100132884
72980_at	LOC100132884
228438_at	LOC100132891
52309_at	LOC100132891
58524_at	LOC100132891
233000_x_at	DPH3P1
68958_at	FAM66D
222194_at	FAM66D
88903_at	LOC100132941
79234_at	LOC100132942
71909_s_at	LOC100132963
71911_at	LOC100132963
1552607_at	NCRNA00204
68404_at	LOC100132987
244701_at	LOC100132987
44387_at	LOC100132987
1556754_at	LOC100132987
1557807_a_at	LOC100132987
91955_s_at	LOC100132999
91957_r_at	LOC100132999
229872_s_at	LOC100132999
49179_at	LOC100132999
87356_at	FAM95B1
47597_at	FAM95B1
1560141_at	LOC100133039
1558784_at	LOC100133089
223766_at	LOC100133130
1570411_at	LOC100133131
238665_at	ZNF865
241964_at	ZNF865
61080_at	ZNF865
61654_at	LOC100133190
82019_at	C9orf147
72268_at	NCRNA00240
1568854_at	NCRNA00240
51391_at	NCRNA00240
88285_at	LOC100133280
1557672_s_at	LOC100133308
1561482_at	LOC100133308
69114_at	LOC100133315
232586_x_at	LOC100133315
82368_at	LOC100133315
90910_at	LOC100133315
1553567_s_at	LOC100133315
224110_at	LOC100133319
216729_at	LOC100133321
216754_at	LOC100133321
64628_at	LOC100133331
1560911_at	LOC100133461
1569604_at	LOC100133612
1569895_at	LOC100133612
1561850_at	LOC100133669
55115_at	LOC100133669
91117_at	LOC100133747
233891_at	LOC100133790
233993_at	LOC100133790
1564280_x_at	LOC100133920
266_s_at	CD24
208650_s_at	CD24
208651_x_at	CD24
209771_x_at	CD24
209772_s_at	CD24
216379_x_at	CD24
75086_at	LOC100133985
230325_at	LOC100133985
1557783_at	LOC100133991
77585_at	LOC100134015
77587_g_at	LOC100134015
77589_at	LOC100134015
87398_at	LOC100134040
233342_at	LOC100134040
54475_s_at	LOC100134040
236340_at	LOC100134041
71741_at	LOC100134041
77846_at	LOC100134041
72649_at	LOC100134229
77039_at	LOC100134229
232579_at	LOC100134229
45492_at	LOC100134317
50936_g_at	LOC100134317
229930_at	LOC100134361
59949_r_at	LOC100134361
1569270_at	LOC100134368
79781_at	LOC100134423
91983_at	LOC100134713
91985_g_at	LOC100134713
222090_at	LOC100134713
89479_at	LOC100134713
231886_at	LOC100134822
rc_AA891535_at	Hiat1
1374423_at	Hiat1
229685_at	LOC100134937
240408_at	LOC100134937
60203_at	LOC100134937
62190_r_at	LOC100134937
1425421_at	LOC100134980
1428036_at	Gm15498
1441719_at	Gm12689
62732_at	JMJD7
1437980_at	9130230N09Rik
74391_at	HDAC5
229408_at	HDAC5
38810_at	HDAC5
202455_at	HDAC5
47794_at	HDAC5
1430824_at	4933428G20Rik
236981_at	C17orf99
60002_at	C17orf99
231760_at	NCRNA00029
67867_at	NCRNA00029
1557892_at	LOC100144597
1557893_a_at	LOC100144597
238241_at	LOC100144602
80453_at	LOC100144602
85494_at	LOC100144603
238557_at	LOC100144603
85708_at	LOC100144604
1556768_at	LOC100144604
244431_at	KILLIN
60657_at	KILLIN
1385411_at	Usp43_predicted
240185_at	LOC100147773
55821_at	LOC100147773
70476_at	PDCD6IP
76682_at	PDCD6IP
222394_at	PDCD6IP
217746_s_at	PDCD6IP
72650_at	PDCD6IP
44185_at	PDCD6IP
47733_at	PDCD6IP
54133_at	PDCD6IP
65980_at	PDCD6IP
rc_AA799464_at	LOC100151767
1372850_at	LOC100151767
1379062_at	LOC100151767
1384606_at	LOC100158225
1379097_at	Zfp9
1373227_at	Slc35a2
88662_r_at	PDCD6
37569_at	PDCD6
203415_at	PDCD6
222152_at	PDCD6
222380_s_at	PDCD6
222381_at	PDCD6
104138_at	Pafah2
1448489_at	Pafah2
1438618_at	AI507597
1432844_at	Phactr4
1434258_s_at	Phactr4
1454380_at	Phactr4
1381808_at	Agxt2l2
75908_at	PRINS
216051_x_at	PRINS
74465_at	LOC100169752
1556133_s_at	LOC100169752
77969_at	PATE3
1441105_at	Gm11110
1443560_at	Gm10941
224258_at	DBIL5P2
88896_at	DBIL5P2
236491_at	BCL2L10
221320_at	BCL2L10
51025_at	BCL2L10
1565849_a_at	SRRM5
1432521_at	Gm10562
85727_at	C19orf69
231632_at	C19orf69
89850_at	C17orf96
91799_at	C17orf96
228066_at	C17orf96
47846_at	C17orf96
214850_at	LOC100170939
1372918_at	LOC100174909
1373964_at	LOC100174910
1453909_at	4930505N22Rik
104263_at	Zmym6
1438685_at	Zmym6
225606_at	BCL2L11
31611_s_at	BCL2L11
33047_at	BCL2L11
208536_s_at	BCL2L11
222343_at	BCL2L11
57243_at	BCL2L11
1553088_a_at	BCL2L11
1553096_s_at	BCL2L11
1555372_at	BCL2L11
1558143_a_at	BCL2L11
60188_at	BCL2L11
60189_g_at	BCL2L11
65960_at	BCL2L11
1427325_s_at	Akna
1452393_at	Akna
70758_at	ESP33
1372337_at	LOC100188932
1388726_a_at	LOC100188932
1395847_at	LOC100188933
1389820_at	Cox7c
1372109_at	Pnkd
1373312_at	Pnkd
1562733_at	NCRNA00092
43152_at	NCRNA00093
1374167_at	Nrn1l
1557617_at	LOC100189589
39428_at	SH2B3
203320_at	SH2B3
1378051_at	Rnf123
1389872_at	Rnf123
1390465_at	Rnf123
rc_AA859832_at	Zh16
1375429_at	Zh16
232731_x_at	LOC100190938
1564670_at	LOC100190938
227709_at	LOC100190939
227710_s_at	LOC100190939
228913_at	LOC100190939
1563983_at	LOC100190939
52129_at	C5orf52
72092_f_at	LOC100190986
235060_at	LOC100190986
235167_at	LOC100190986
70252_f_at	LOC100190986
63430_at	LOC100190986
1436357_at	Gm10374
1372258_at	LOC100192313
1374002_at	LOC100192313
1379069_at	LOC100192314
1383725_at	LOC100192314
1393999_at	LOC100192314
1559965_at	LOC100192378
1559966_a_at	LOC100192378
1569670_at	LOC100192379
239509_at	FLJ16779
65010_at	FLJ16779
90742_at	LOC100192426
rc_AA799571_at	Tmem59
1399012_at	Tmem59
104148_at	H6pd
1452145_at	H6pd
239485_at	CDH4
1483_at	CDH4
206866_at	CDH4
220227_at	CDH4
1563587_at	CDH4
63500_r_at	CDH4
36515_at	GNE
205042_at	GNE
1433735_a_at	Tmem64
1434307_at	Tmem64
1454709_at	Tmem64
102349_at	Adprhl2
102350_at	Adprhl2
1427449_a_at	Adprhl2
230208_at	HCN4
32920_at	HCN4
206946_at	HCN4
54329_at	HCN4
104473_at	Gpn2
97999_at	Gpn2
1426791_at	Rusc2
1426792_s_at	Rusc2
1457227_at	Gm11266
89254_at	LOC100216001
1457556_at	LOC100216343
1392062_a_at	Hexdc
226809_at	LOC100216479
238473_at	LOC100216545
83074_at	LOC100216545
92086_at	LOC100216545
235217_at	LOC100216546
235319_at	LOC100216546
239323_at	LOC100216546
78046_at	LOC100216546
45092_at	LOC100216546
48167_r_at	LOC100216546
49837_at	LOC100216546
50142_at	LOC100216546
58881_r_at	LOC100216546
61805_at	LOC100216546
1436040_at	Snora44
221091_at	INSL5
1436340_at	9630041G16Rik
97837_at	Stx12
1435982_at	Stx12
1448936_at	Stx12
160277_at	Stx12
81909_at	FRAT1
85292_at	FRAT1
219889_at	FRAT1
75955_at	LOC100233156
rc_AA892339_at	LOC100233176
1392484_at	LOC100233176
87254_at	LOC100233209
241947_at	LOC100233209
32702_at	TROAP
204649_at	TROAP
1568596_a_at	TROAP
217115_at	LOC100240726
1557491_at	LOC100240728
1557493_x_at	LOC100240728
66238_s_at	LOC100240728
66239_at	LOC100240728
239612_at	LOC100240734
60292_at	LOC100240734
79803_at	LOC100240735
221418_s_at	MED16
221544_s_at	MED16
221545_x_at	MED16
221938_x_at	MED16
43544_at	MED16
45754_at	MED16
62773_at	MED16
227639_at	PIGK
40305_r_at	PIGK
209707_at	PIGK
79435_at	PIGK
57713_at	PIGK
1555394_at	PIGK
233491_at	LOC100268168
85552_at	LOC100268168
50283_at	LOC100268168
50285_g_at	LOC100268168
1431852_at	A730035I17Rik
1446044_at	AU015581
1396390_at	LOC100270669
1383247_a_at	Spns2
1393282_at	Spns2
1561232_at	LOC100270680
1438273_at	Gm13718
50773_at	LOC100270746
229722_at	LOC100270804
57744_at	LOC100270804
232088_x_at	LOC100271722
82819_at	LOC100271722
91909_at	LOC100271722
46811_at	LOC100271722
1556304_s_at	LOC100271722
1556999_at	LOC100271832
81383_at	LOC100271836
233092_s_at	LOC100271840
35688_g_at	MTCP1NB
210212_x_at	MTCP1NB
216862_s_at	MTCP1NB
213089_at	LOC100272216
60521_at	LOC100272216
243784_s_at	LOC100272217
243785_at	LOC100272217
37064_at	LOC100272228
215057_at	LOC100272228
1559136_s_at	LOC100272228
1562839_at	LOC100272228
1569315_s_at	LOC100272228
99416_at	Osbpl9
1423383_a_at	Osbpl9
1438614_x_at	Osbpl9
1439283_at	Osbpl9
1450964_a_at	Osbpl9
160229_at	Osbpl9
1446830_at	AU015892
244542_at	LOC100286844
244543_s_at	LOC100286844
40590_at	LOC100286895
230953_at	LOC100286922
240115_at	LOC100286925
46430_at	LOC100286925
73610_at	LOC100286938
240767_x_at	LOC100286938
1560636_a_at	HSPC081
83672_at	LOC100287015
1556301_at	LOC100287015
1563119_at	LOC100287030
240617_at	LOC100287098
61075_at	LOC100287098
1555196_at	LOC100287114
81320_at	LOC100287119
229986_at	LOC100287163
58355_at	LOC100287163
233997_at	LOC100287166
1557027_at	LOC100287221
237085_x_at	LOC100287241
239702_x_at	LOC100287241
61101_at	LOC100287241
237357_at	LOC100287366
42994_at	LOC100287366
239705_at	IGHV3OR16-14
34104_i_at	IGHV3OR16-14
57671_at	IGHV3OR16-14
31657_at	LOC100287387
217220_at	LOC100287387
235736_at	LOC100287482
58943_at	LOC100287482
217327_at	LOC100287483
82341_at	LOC100287525
230606_at	LOC100287525
234798_x_at	LOC100287547
71637_at	LOC100287558
1569338_at	LOC100287558
1569339_s_at	LOC100287558
237591_at	NCRNA00173
55361_at	NCRNA00173
1563369_at	NCRNA00173
1558118_at	LOC100287576
214871_x_at	LOC100287590
232752_at	LOC100287616
81685_at	LOC100287616
81687_at	LOC100287616
64629_f_at	LOC100287654
240999_at	LOC100287704
243083_at	LOC100287704
73389_at	LOC100287704
42292_at	LOC100287704
230583_s_at	LOC100287728
230584_at	LOC100287728
61914_at	LOC100287728
63942_s_at	LOC100287728
70868_at	LOC100287807
1562049_at	LOC100287807
240752_at	LOC100287808
75500_at	LOC100287808
80750_at	LOC100287808
232651_at	LOC100287813
71976_at	LOC100287813
236986_at	LOC100287814
50057_at	LOC100287814
75995_at	LOC100287865
44229_at	LOC100287865
1554609_at	LOC100287896
234611_at	LOC100287902
224038_at	TIMM23
225535_s_at	TIMM23
218118_s_at	TIMM23
56521_at	TIMM23
43840_at	LOC100287967
211050_x_at	LOC100288069
230940_at	LOC100288123
65115_at	LOC100288123
234420_at	LOC100288139
234426_x_at	LOC100288139
75728_at	LOC100288144
226125_at	LOC100288152
86625_at	LOC100288198
1559403_at	LOC100288198
1559404_a_at	LOC100288198
52738_at	LOC100288198
1562880_at	LOC100288238
69178_at	LOC100288271
238639_x_at	LOC100288271
243021_at	LOC100288271
80458_at	LOC100288271
233452_at	LOC100288313
1564807_at	LOC100288320
47831_at	LOC100288413
238199_x_at	LOC100288418
242131_at	LOC100288418
230631_s_at	LOC100288432
230632_at	LOC100288432
42390_at	LOC100288524
1569790_at	LOC100288590
216455_at	LOC100288594
216460_at	LOC100288594
71070_at	LOC100288615
1566039_a_at	LOC100288656
1566040_at	LOC100288656
31325_at	C13orf41
217079_at	C13orf41
217082_at	C13orf41
1569971_at	LOC100288721
243092_at	LOC100288730
58110_at	LOC100288730
236898_at	LOC100288781
80444_at	LOC100288781
1559817_at	LOC100288798
62478_at	LOC100288798
1563529_at	HYDIN2
78087_at	LOC100288846
85544_at	LOC100288860
239127_at	LOC100288860
242766_at	ERLEC1P1
46052_at	ERLEC1P1
229556_at	LOC100288893
53247_at	LOC100288893
80401_at	LOC100288911
236656_s_at	LOC100288911
236657_at	LOC100288911
53285_s_at	LOC100288911
244354_at	LOC100288939
31736_at	LOC100288939
215287_at	LOC100288939
70775_at	LOC100288939
90197_at	LOC100288963
83412_r_at	LOC100289019
1560089_at	LOC100289019
74968_at	LOC100289026
237737_at	LOC100289026
1564749_at	LOC100289045
1563077_at	LOC100289058
1563071_at	LOC100289061
68721_at	LOC100289090
1563079_at	LOC100289090
77666_at	LOC100289187
230277_at	LOC100289187
72261_s_at	LOC100289187
82644_at	LOC100289219
242705_x_at	LOC100289219
84118_at	LOC100289230
238456_at	LOC100289230
68718_at	LOC100289230
236001_at	LOC100289255
215658_at	LOC100289255
82342_at	LOC100289255
233775_x_at	LOC100289333
232420_x_at	LOC100289341
89959_at	LOC100289361
229338_at	LOC100289361
72537_at	LOC100289373
68187_at	LOC100289373
42731_at	LOC100289373
1557037_a_at	LOC100289373
1557038_s_at	LOC100289373
72463_f_at	LOC100289383
55274_r_at	LOC100289383
79866_at	LOC100289410
83668_at	LOC100289455
65188_at	LOC100289455
79872_at	LOC100289470
86341_at	LOC100289495
233233_at	LOC100289610
1559849_at	ZNF605
51417_at	LOC100289673
1558308_at	LOC100292680
1569378_at	LOC100292680
241535_at	LOC100292909
76225_r_at	LOC100292909
31563_at	LOC100293532
217060_at	LOC100293532
1155_at	LOC100293553
207915_at	LOC100293553
217036_at	LOC100293679
220846_s_at	LOC100294391
1398920_at	LOC100294508
1568974_at	NHEG1
37196_at	CDH5
204677_at	CDH5
55575_at	CDH5
rc_AA891214_at	Abo2
1393031_at	Abo2
rc_AA894009_at	LOC100302372
rc_AA894009_g_at	LOC100302372
1377675_at	LOC100302372
1394480_at	LOC100302372
1384921_at	Ctxn2
1375860_at	Mettl9
1376589_at	Mettl9
233111_at	PTCSC
1439667_at	LOC100302688
1559645_at	NCRNA00184
1559646_a_at	NCRNA00184
239008_at	MIR374AHG
242121_at	MIR374AHG
83792_r_at	MIR374AHG
86544_r_at	MIR374AHG
91484_i_at	MIR374AHG
91487_r_at	MIR374AHG
1558515_at	MIR374AHG
74463_at	LOC100303728
239125_at	LOC100303728
239242_at	LOC100303728
1459075_at	AU022479
1561319_at	OTX2OS1
1459472_at	LOC100310
1556242_a_at	LOC100310756
1429837_at	1700016D18Rik
1388010_at	LOC100310874
1443432_at	AU022680
1446403_at	AU022899
1453513_at	C530020B09Rik
80517_at	NCRNA00213
1564069_at	NCRNA00213
1564070_s_at	NCRNA00213
73369_at	SAP25
104095_at	AU040320
1426699_at	AU040320
1452150_at	AU040320
1375450_at	Sdccag1
1430477_s_at	1700024N20Rik
81170_at	LOC100329135
231138_at	LOC100329135
1432524_at	4930550G17Rik
1441151_at	AU044157
1424554_at	Ppp1r8
1435821_s_at	Ppp1r8
1417300_at	Smpdl3b
1433877_at	Fam46b
1562916_at	NCRNA00102
1427593_at	Gm9798
1393166_at	LOC100359435
1393551_at	LOC100359478
1378271_at	LOC100359521
1385480_at	LOC100359529
1383285_at	LOC100359558
L37970mRNA_at	LOC100359587
1376518_at	LOC100359592
1381893_at	LOC100359595
1385885_at	LOC100359642
1389208_at	LOC100359678
1397442_at	LOC100359695
1391886_at	LOC100359704
1386013_at	LOC100359753
1385371_at	LOC100359788
1372721_at	LOC100359823
1383716_at	LOC100359823
1397971_at	LOC100359823
1380755_at	LOC100359837
1374029_at	LOC100359865
1384444_at	LOC100359879
1382228_at	LOC100359945
1382017_at	LOC100359971
229808_at	CHAF1A
32589_at	CHAF1A
203975_s_at	CHAF1A
203976_s_at	CHAF1A
214426_x_at	CHAF1A
rc_AI639331_at	LOC100360009
1391125_at	LOC100360009
1376726_at	LOC100360015
rc_AI639387_at	LOC100360017
1389110_at	LOC100360017
1390106_at	LOC100360019
rc_H31914_at	LOC100360066
1374890_at	LOC100360066
1384394_at	LOC100360066
1375555_at	LOC100360074
1382484_at	LOC100360100
1390924_at	LOC100360100
1380832_at	LOC100360103
1390826_at	LOC100360116
1372262_at	LOC100360120
1375373_at	LOC100360120
1375662_at	LOC100360120
1396418_at	LOC100360128
1384495_at	LOC100360142
1374667_at	LOC100360334
1377846_a_at	LOC100360342
1383040_a_at	LOC100360384
1383041_x_at	LOC100360384
1384123_at	LOC100360384
1375895_at	LOC100360406
rc_AA893711_at	LOC100360412
1376079_at	LOC100360412
1380476_at	LOC100360412
1392388_at	LOC100360412
1372807_at	LOC100360487
X62528_at	LOC100360501
1370880_at	LOC100360501
1379873_at	LOC100360593
1382416_at	LOC100360606
1393430_at	LOC100360606
1394087_at	LOC100360606
1393375_at	LOC100360613
1382791_at	LOC100360616
1372385_at	LOC100360845
1393924_s_at	LOC100360867
1379332_at	LOC100360914
1386794_at	LOC100360914
1393711_at	LOC100360933
rc_AA891790_at	LOC100360936
1388957_at	LOC100360936
1376272_s_at	LOC100361033
1384401_at	LOC100361114
1386633_at	LOC100361114
1392813_at	LOC100361122
1379829_at	LOC100361133
1374109_at	LOC100361138
1397586_at	LOC100361177
1393800_at	LOC100361182
1374505_at	LOC100361188
1389446_at	LOC100361269
1395090_at	LOC100361323
1381309_at	LOC100361360
1377072_at	LOC100361376
1389281_at	LOC100361376
1380382_at	LOC100361389
1371902_at	LOC100361431
1374932_at	LOC100361444
1392402_at	LOC100361455
1398408_at	LOC100361506
1389861_at	LOC100361515
1372023_at	LOC100361542
1379777_at	LOC100361569
1381282_at	LOC100361606
1393020_at	LOC100361631
X79860_at	LOC100361684
1395285_at	LOC100361684
rc_AA944177_at	LOC100361707
rc_AA944177_g_at	LOC100361707
1393305_at	LOC100361710
1375056_at	LOC100361733
1392203_at	LOC100361765
1384530_at	LOC100361845
rc_AA799593_at	LOC100361890
1372221_at	LOC100361890
1383023_at	LOC100361890
1390157_at	LOC100361890
1375706_at	LOC100361913
1383664_a_at	LOC100361915
1382302_at	LOC100361923
1374455_at	LOC100361939
1384577_at	LOC100361960
1371547_at	LOC100362005
1381063_at	LOC100362008
L37965mRNA_at	LOC100362097
1376056_at	LOC100362108
1376396_a_at	LOC100362120
rc_AA799317_at	LOC100362121
1380568_a_at	LOC100362121
1394117_at	LOC100362121
1382022_at	LOC100362124
1385570_at	LOC100362283
1375315_at	LOC100362321
1394502_at	LOC100362321
1374858_at	LOC100362324
1378782_at	LOC100362324
1391772_at	LOC100362325
AA684929_f_at	LOC100362331
AA684960_f_at	LOC100362331
AA685376_f_at	LOC100362331
AA686870_f_at	LOC100362331
AA686870_i_at	LOC100362331
AI007530_f_at	LOC100362331
1389018_at	LOC100362331
1382727_at	LOC100362342
1398375_at	Mta3
1398685_at	Mta3
1391756_at	LOC100362394
1376059_at	LOC100362458
1380475_at	LOC100362458
1390458_at	LOC100362458
1391623_at	LOC100362458
1397813_at	LOC100362458
1380990_at	LOC100362471
1374576_at	LOC100362495
1374305_at	LOC100362547
1388421_at	LOC100362548
1377051_at	LOC100362572
1381062_at	LOC100362575
1373762_a_at	LOC100362601
1399060_at	LOC100362634
1378302_at	LOC100362691
1394900_at	LOC100362725
rc_AA891944_at	LOC100362733
1376151_a_at	LOC100362733
1378497_at	LOC100362764
1379095_at	LOC100362785
1371391_at	LOC100362805
1376474_at	LOC100362817
1383481_at	LOC100362819
1393377_at	LOC100362836
rc_AA891596_at	LOC100362894
1379814_at	LOC100362894
1373527_at	LOC100362920
1397790_at	LOC100362922
1374597_at	LOC100363003
1391297_at	LOC100363014
1385929_at	LOC100363065
1385930_at	LOC100363065
1374247_at	LOC100363145
1390988_at	LOC100363171
1384423_at	LOC100363253
1391413_at	LOC100363253
1398447_at	LOC100363266
1373599_at	LOC100363275
1375136_at	LOC100363310
1381946_at	LOC100363314
1385073_at	LOC100363331
1381199_at	LOC100363351
rc_AA875617_at	LOC100363361
1385236_at	LOC100363361
1379718_at	LOC100363366
1381788_at	LOC100363366
rc_AA891546_at	LOC100363376
1372450_at	LOC100363376
1397170_at	LOC100363423
1384512_at	LOC100363441
1373543_at	LOC100363462
1371512_at	LOC100363539
rc_AI639305_at	LOC100363796
rc_AI639305_g_at	LOC100363796
1378340_at	LOC100363796
1375156_at	LOC100363987
rc_AA799889_at	LOC100364165
1398596_at	LOC100364165
1394743_at	LOC100365842
1397216_at	LOC100366030
91965_at	LOC100379224
1427616_at	Gm13583
1433095_at	Gm13872
1431553_at	Gm15270
1432565_at	Gm15247
97177_at	Gm10997
1426101_at	Gm10997
1431342_at	Gm15622
1427740_a_at	Gm12606
1430740_at	Gm11651
1452491_at	Gm11767
1453890_at	Gm15886
72690_at	NCRNA00258
91052_at	NCRNA00258
1560378_at	NCRNA00258
34755_at	PARP2
34756_g_at	PARP2
34757_at	PARP2
204752_x_at	PARP2
214086_s_at	PARP2
215773_x_at	PARP2
100321_f_at	2210418O10Rik
1565866_a_at	ZBED6
1436080_at	AW011738
1440475_at	AW011738
1456164_at	AW011738
103323_at	Bsdc1
1427270_a_at	Bsdc1
1452372_at	Bsdc1
160619_at	Bsdc1
39670_at	PARP3
209940_at	PARP3
59755_at	PARP3
232631_at	CDH6
1620_at	CDH6
205532_s_at	CDH6
205533_s_at	CDH6
210601_at	CDH6
210602_s_at	CDH6
57421_at	CDH6
66057_at	CDH6
67050_at	TOM1L1
240261_at	TOM1L1
40229_at	TOM1L1
204485_s_at	TOM1L1
89015_at	TOM1L1
1443736_at	Gm13648
38843_at	HMGXB4
212596_s_at	HMGXB4
212597_s_at	HMGXB4
233264_at	LOC100421868
67676_at	LOC100421868
86210_at	LOC100421868
39134_at	TOM1
202807_s_at	TOM1
97425_at	Slc44a1
1423865_at	Slc44a1
1432769_at	Slc44a1
1433645_at	Slc44a1
1454344_at	Slc44a1
226673_at	SH2D3C
215639_at	SH2D3C
51108_at	SH2D3C
1552667_a_at	SH2D3C
76135_at	SH2D3A
219513_s_at	SH2D3A
222169_x_at	SH2D3A
38916_at	MAMLD1
205088_at	MAMLD1
68105_s_at	MAMLD1
1440919_at	Mobkl2c
1459919_a_at	Mobkl2c
1442005_at	AW987390
220627_at	CST8
90321_at	CST8
1417650_at	Lao1
1443094_at	BB031773
71955_r_at	RANBP9
243108_at	RANBP9
36437_s_at	RANBP9
39547_at	RANBP9
202582_s_at	RANBP9
202583_s_at	RANBP9
216125_s_at	RANBP9
1445817_at	BB168181
73008_at	DNAJB6
41233_at	DNAJB6
41234_at	DNAJB6
209015_s_at	DNAJB6
74442_at	DNAJB6
104721_at	Zfand2a
1415940_at	Zfand2a
1415941_s_at	Zfand2a
1449702_at	Zfand2a
1449703_at	Zfand2a
160713_at	Zfand2a
161376_f_at	Zfand2a
1446938_at	AA408213
1569755_at	NCRNA00276
1441203_at	Gm14204
1564463_at	LOC100499221
78397_at	LOC100499405
225055_at	LOC100499466
44053_at	LOC100499466
227452_at	LOC100499467
230858_at	LOC100499467
52279_s_at	LOC100499467
62975_at	LOC100499467
220679_s_at	CDH7
1554700_at	CDH7
35525_at	SLC17A4
207051_at	SLC17A4
1565925_at	SLC17A4
1428243_at	1700021K19Rik
1420552_s_at	Tsga8
1428419_at	5430411K18Rik
1457835_at	Gm4814
1442396_at	A730020M07Rik
1458484_at	A730020M07Rik
1453320_at	1700027A23Rik
1433494_at	Dos
1438370_x_at	Dos
1459259_at	Gm5084
1429032_at	Micalcl
96181_at	Atg14
97606_f_at	Atg14
1426780_at	Atg14
160783_at	Atg14
161697_r_at	Atg14
74280_at	LOC100505478
231203_at	LOC100505478
240801_at	C21orf37
45989_at	C21orf37
228721_at	LOC100506243
43547_at	LOC100506243
225635_s_at	LOC100506710
225640_at	LOC100506710
226635_at	LOC100506710
83128_at	LOC100506710
55654_at	LOC100506710
61679_at	LOC100506710
1564736_a_at	CASP12
62904_at	CASP12
231571_at	LOC100507362
56072_at	LOC100507362
40755_at	MICA
205904_at	MICA
34878_at	SMC4
201663_s_at	SMC4
201664_at	SMC4
215623_x_at	SMC4
44051_at	SMC4
100744_at	Zfp518b
1441134_at	Zfp518b
1452340_at	Zfp518b
94683_at	AA516738
1419785_at	AA516738
81220_at	GJC1
87504_at	GJC1
228563_at	GJC1
228776_at	GJC1
243502_at	GJC1
33041_at	GJC1
208460_at	GJC1
41927_at	GJC1
45229_at	GJC1
97134_at	AA517864
1419782_at	AA517864
218261_at	AP1M2
65517_at	AP1M2
45507_f_at	AP1M2
97918_at	Rell1
1427243_at	Rell1
1452359_at	Rell1
98345_at	AA536748
1419895_at	AA536748
1449658_at	AA536748
229587_at	UBA2
34814_at	UBA2
201177_s_at	UBA2
241185_at	SAE1
217946_s_at	SAE1
76318_at	SAE1
45712_at	SAE1
45900_at	SAE1
1555618_s_at	SAE1
51084_at	SAE1
95941_at	AA675344
1420060_s_at	AA675344
1420061_s_at	AA675344
81316_at	FARSB
223035_s_at	FARSB
223036_at	FARSB
232063_x_at	FARSB
46688_at	FARSB
1441925_at	Slc15a4
1448385_at	Slc15a4
226363_at	ABCC5
1932_at	ABCC5
1933_g_at	ABCC5
41428_at	ABCC5
209380_s_at	ABCC5
87883_at	ABCC5
43267_at	ABCC5
45114_at	ABCC5
1558460_at	ABCC5
39564_s_at	ABCB6
39805_at	ABCB6
203191_at	ABCB6
203192_at	ABCB6
226154_at	DNM1L
237797_at	DNM1L
357_at	DNM1L
41201_at	DNM1L
203105_s_at	DNM1L
63887_at	DNM1L
1484_at	CDH8
37289_at	CDH8
37290_at	CDH8
210518_at	CDH8
217574_at	CDH8
75176_at	ABCC9
235578_at	ABCC9
37260_at	ABCC9
37261_g_at	ABCC9
37262_at	ABCC9
208462_s_at	ABCC9
