'ID_REF','IDENTIFIER','GDS2545.soft.gz_table_0.GSM152804','GDS2545.soft.gz_table_0.GSM152805','GDS2545.soft.gz_table_0.GSM152806','GDS2545.soft.gz_table_0.GSM152807','GDS2545.soft.gz_table_0.GSM152808','GDS2545.soft.gz_table_0.GSM152809','GDS2545.soft.gz_table_0.GSM152810','GDS2545.soft.gz_table_0.GSM152811','GDS2545.soft.gz_table_0.GSM152812','GDS2545.soft.gz_table_0.GSM152813','GDS2545.soft.gz_table_0.GSM152814','GDS2545.soft.gz_table_0.GSM152815','GDS2545.soft.gz_table_0.GSM152816','GDS2545.soft.gz_table_0.GSM152817','GDS2545.soft.gz_table_0.GSM152818','GDS2545.soft.gz_table_0.GSM152819','GDS2545.soft.gz_table_0.GSM152820','GDS2545.soft.gz_table_0.GSM152821'
'36475_at','GCAT',436.8,170.8,266.0,539.4,261.4,592.5,231.6,328.6,705.1,394.1,514.8,577.6,309.7,267.5,294.0,561.2,401.5,571.5
'36476_at','BRD8',58.9,39.7,34.9,35.4,41.5,53.6,19.7,14.8,64.5,40.4,73.9,66.7,107.1,41.5,46.8,65.7,93.7,53.3
'36477_at','TNNI3',5.4,2.1,6.2,3.0,27.7,4.4,15.2,3.3,3.4,14.4,2.9,6.9,1.7,128.5,28.9,1.7,8.1,10.9
'36478_at','TTF1',8.4,8.2,50.4,19.7,9.4,30.0,9.8,5.4,3.4,18.3,59.1,6.6,18.5,6.5,38.2,4.9,18.8,7.5
'36479_at','GAS8',147.6,176.5,90.7,166.2,161.9,160.4,423.9,263.9,121.5,199.7,98.8,60.9,202.0,227.7,115.5,130.9,99.1,259.2
'36480_at','PHKA2',99.8,36.7,132.3,143.4,153.8,95.1,44.3,70.3,160.0,217.3,143.3,221.2,222.9,87.4,114.7,193.4,129.5,252.2
'36481_at','ORC4L',3.3,3.4,19.8,5.3,4.0,26.9,12.7,7.3,16.9,5.6,2.1,5.6,1.6,4.9,13.9,4.7,2.9,3.0
'36482_s_at','ATP2A3',378.7,155.2,115.0,529.4,217.9,696.4,77.3,180.7,357.4,382.7,281.5,274.7,235.4,223.2,161.1,363.2,234.0,329.2
'36483_at','GALNT3',49.1,2.3,34.8,59.8,8.9,92.1,7.5,12.1,39.9,51.8,64.7,48.0,32.8,31.2,1.8,5.1,41.4,76.3
'36484_at','GALNT3',47.9,2.0,34.3,42.5,22.4,97.7,57.8,14.5,46.8,44.1,54.2,82.7,57.4,43.7,5.8,35.3,61.5,17.7
'36485_at','SOLH',123.7,158.0,194.2,51.5,64.3,35.4,42.2,71.1,34.7,34.8,43.8,116.3,110.2,30.7,156.9,116.0,66.6,50.9
'36486_at','PCNX',24.1,40.1,9.2,17.2,41.0,25.4,17.9,7.6,11.7,61.3,49.0,12.8,9.2,92.4,12.6,9.1,14.8,17.9
'36487_at','SHOX2',0.6,4.8,11.5,0.6,3.8,15.9,4.2,19.3,9.0,1.9,4.1,2.3,1.0,0.7,0.9,1.0,1.0,4.4
'36488_at','MEGF9',147.8,253.8,168.9,159.9,137.2,160.9,11.4,216.6,126.3,149.1,162.2,326.2,128.3,115.4,147.9,113.0,244.9,214.6
'36489_at','PRPS1',258.8,176.0,75.0,266.6,234.3,238.8,269.4,232.2,230.4,270.2,215.0,198.1,123.5,208.1,214.0,105.8,156.7,149.5
'36490_s_at','PRPS1',77.5,67.6,9.2,46.0,57.4,100.3,33.9,23.9,52.6,34.3,19.3,20.5,20.2,31.1,53.2,59.4,32.8,54.6
'36491_at','TMSB15B',127.2,13.1,60.2,114.6,42.4,163.3,34.6,42.8,305.0,332.1,333.2,419.7,8.5,40.6,18.5,132.7,145.2,331.4
'36492_at','PSMD9',272.1,365.1,343.5,477.7,367.0,577.7,54.5,376.8,486.9,387.6,303.6,402.1,294.4,284.3,300.8,265.5,420.3,278.9
'36493_at','LSP1',116.3,187.8,118.6,54.8,194.2,79.8,118.2,447.2,73.5,97.3,103.6,76.6,205.8,168.5,281.8,122.0,218.5,147.2
'36494_at','TRAPPC2P1',79.2,63.0,56.2,79.3,47.1,87.9,15.3,2.4,90.0,86.5,72.2,74.4,48.0,68.2,56.0,54.5,41.6,60.8
'36495_at','FBP1',494.0,108.4,185.3,474.5,134.1,439.6,538.6,324.2,691.4,571.1,355.0,521.8,491.0,151.1,84.4,378.9,666.7,664.7
'36496_at','IMPA2',194.2,554.7,290.1,143.2,274.3,183.3,260.1,329.7,219.9,160.0,186.2,129.0,100.0,239.2,182.9,155.8,255.0,193.7
'36497_at','AHNAK2',198.1,1436.3,862.9,131.1,204.4,106.5,69.9,377.3,238.1,180.1,181.5,221.6,255.0,134.9,464.9,241.9,339.6,332.7
'36498_at','AP1S1',12.3,21.7,24.5,14.0,20.3,19.8,94.4,56.3,55.6,22.1,11.6,31.8,28.5,26.8,17.7,36.6,86.0,28.2
'36499_at','CELSR2',190.8,91.8,189.9,129.2,54.3,121.8,52.2,32.4,172.4,138.6,161.8,91.1,158.7,55.0,97.6,91.2,107.9,166.3
'364_s_at','PLCB3',54.8,4.3,27.1,16.2,6.2,37.1,36.5,40.3,21.4,30.8,1.4,3.3,19.7,23.8,3.7,26.2,41.3,53.1
'36500_at','NSDHL',237.2,152.9,206.6,234.4,175.2,243.9,237.1,255.5,393.1,134.8,277.4,431.5,289.1,89.7,285.1,371.0,243.9,286.8
'36501_at','PPM1A',59.4,71.6,114.1,119.8,92.1,161.2,36.1,11.2,112.6,120.8,119.2,144.6,80.1,133.6,79.7,117.5,111.7,127.4
'36502_at','CDK14',174.1,126.6,207.3,139.2,109.6,133.4,33.9,43.5,128.3,174.4,182.4,174.5,298.1,87.0,161.6,152.7,128.7,201.9
'36503_at','CCL21',124.8,274.1,127.8,246.5,677.1,178.0,471.1,911.5,82.7,139.9,70.9,66.9,304.4,77.4,442.7,36.2,195.9,406.9
'36504_at','FARS2',88.3,123.4,113.8,81.7,133.4,78.2,34.8,40.6,152.1,84.6,91.8,96.6,89.0,52.8,81.9,100.9,96.0,134.1
'36505_at','CASQ2',54.5,418.3,1193.6,12.5,982.5,8.9,216.6,206.8,143.5,5.0,7.1,8.3,12.4,1654.5,1857.0,161.8,109.3,15.2
'36506_at','AKAP9',93.3,96.7,169.4,107.3,90.6,81.7,96.7,29.9,81.8,131.2,155.1,168.3,168.4,182.2,139.4,132.8,114.8,99.6
'36507_at','ZNF282',207.0,182.6,243.0,148.8,115.8,33.7,165.6,37.9,213.0,107.0,145.4,53.7,209.7,221.9,128.3,121.0,108.3,224.5
'36508_at','GPC4',53.8,130.9,94.9,59.3,151.6,65.2,33.3,77.4,62.2,59.3,69.9,55.5,108.3,61.9,129.4,62.5,40.2,47.7
'36509_at','PIK3C2A',57.8,123.5,97.7,96.1,85.0,44.8,105.3,83.8,41.9,92.7,75.6,112.8,61.5,77.8,90.6,77.6,84.6,88.2
'36510_at','GTF2F2',51.0,63.3,8.7,59.5,27.2,57.8,78.0,37.1,7.0,55.1,73.6,57.8,68.5,35.0,39.9,42.4,29.4,84.2
'36511_at','SACM1L',477.0,546.8,506.6,402.4,264.9,422.8,208.1,295.0,440.3,638.3,522.1,518.1,450.1,294.5,434.0,407.2,384.4,391.6
'36512_at','AADAC',7.0,3.6,10.8,16.1,15.0,7.1,18.1,7.2,5.6,39.0,8.8,3.3,7.5,5.4,11.5,50.0,11.3,7.0
'36513_at','MFAP5',4.5,49.8,60.2,26.1,40.5,6.6,15.0,87.6,12.0,13.0,18.8,24.8,45.3,29.3,1.9,27.4,7.6,5.2
'36514_at','CGRRF1',108.3,101.2,66.5,126.0,121.9,119.5,12.4,171.8,88.3,137.0,201.1,127.4,180.7,170.1,172.9,120.9,158.5,88.6
'36515_at','GNE',424.3,314.1,294.4,367.3,268.3,303.5,195.8,255.0,489.7,543.3,502.4,891.6,323.3,197.3,305.4,313.7,238.4,365.4
'36516_at','ZNF473',63.3,84.8,114.3,95.0,88.5,51.8,797.4,365.1,80.9,109.3,112.0,148.4,149.1,237.7,98.7,124.3,236.1,192.7
'36517_at','U2AF1',767.3,908.1,572.4,635.6,540.6,536.6,369.7,611.0,738.3,727.8,596.1,619.4,1157.7,440.4,832.0,997.2,625.3,745.6
'36518_at','SPTLC2',11.7,50.3,25.2,48.1,102.1,9.4,143.2,27.9,6.9,12.1,15.5,60.5,22.7,95.6,8.0,77.1,56.0,56.6
'36519_at','ERCC1',344.4,285.4,257.9,280.4,363.8,286.7,187.2,297.8,377.5,291.9,339.5,335.6,348.9,315.6,215.9,317.1,324.1,250.7
'36520_at','RRP12',81.7,12.2,8.3,65.1,17.7,52.0,39.0,61.9,9.5,12.1,21.6,29.3,16.6,18.3,17.3,15.1,19.5,13.9
'36521_at','DZIP1',40.3,53.4,65.8,7.3,8.7,11.2,134.1,64.1,6.3,54.4,34.3,52.0,75.6,36.1,51.9,46.8,69.1,37.8
'36522_at','CRTC1',54.8,44.0,51.7,35.2,48.7,33.5,121.3,50.1,48.5,32.5,41.8,35.9,39.9,55.0,39.1,49.8,70.5,68.7
'36523_at','ATP7A',85.2,76.3,127.5,68.8,11.0,85.1,48.3,43.9,49.1,89.3,102.9,163.3,94.2,61.5,85.3,76.0,82.3,123.9
'36524_at','ARHGEF4',37.8,171.8,137.3,60.6,87.6,29.6,73.0,125.3,104.0,99.5,112.4,66.9,167.1,45.9,111.8,158.7,157.0,204.0
'36525_at','FBXL2',8.8,31.6,64.8,11.9,34.8,34.5,43.4,10.7,9.6,28.4,6.6,34.9,42.0,54.2,12.3,15.0,10.4,48.2
'36526_at','EXTL2',91.3,141.6,151.0,81.4,134.6,102.8,165.9,148.5,105.4,148.6,142.6,163.7,123.0,120.0,94.0,111.5,97.4,153.4
'36527_at','RBMX2',85.9,74.1,24.2,62.7,74.8,19.0,33.7,41.7,22.6,82.8,99.1,116.6,113.5,45.9,52.2,113.1,59.9,129.7
'36528_at','ASL',19.8,8.1,11.3,103.9,11.0,56.1,12.8,7.2,41.5,68.6,43.0,18.3,6.7,11.9,9.4,14.9,9.3,21.1
'36529_at','TRAPPC6A',248.5,78.4,186.6,234.8,97.6,311.7,113.6,96.8,388.0,273.0,284.2,318.2,210.4,203.2,104.8,205.6,143.0,357.7
'36530_g_at','TRAPPC6A',545.3,329.8,296.7,508.6,318.0,547.4,384.3,334.3,766.7,558.8,587.1,442.9,392.3,315.5,235.6,404.9,466.7,651.9
'36531_r_at','TRAPPC6A',144.1,123.4,166.2,179.9,72.0,208.4,73.0,74.5,287.2,193.5,207.7,244.4,141.4,167.6,105.3,50.4,139.3,181.2
'36532_at','SYNJ2',79.4,135.9,52.6,78.2,35.8,69.9,101.9,52.7,30.6,45.4,98.7,81.9,87.6,25.7,30.1,117.3,57.2,86.9
'36533_at','PTGIS',72.1,1392.1,575.3,165.9,910.3,103.1,139.4,1551.3,255.0,165.3,230.8,182.5,153.2,415.8,989.8,498.4,264.6,152.6
'36534_at','DIXDC1',17.0,136.6,203.4,104.8,59.7,103.0,185.1,89.7,144.5,96.5,73.2,64.5,79.4,142.4,103.1,91.2,128.9,97.3
'36535_at','MFAP1',362.7,238.4,238.4,417.1,258.3,374.3,289.2,170.4,427.0,498.2,361.4,308.5,250.8,241.1,216.1,384.3,303.2,180.0
'36536_at','SCHIP1',149.8,445.5,404.0,88.0,245.0,111.1,363.8,269.0,144.8,75.5,195.9,92.6,231.6,436.7,476.6,286.3,221.4,200.8
'36537_at','ARHGEF18',273.7,261.0,242.8,253.4,130.3,220.5,185.0,267.9,326.7,306.3,308.9,255.1,360.2,85.4,176.3,274.9,227.5,244.2
'36538_at','PPP1R13B',203.5,114.4,190.7,242.3,135.6,267.6,17.6,134.5,421.7,294.9,243.0,351.6,340.8,92.4,124.5,294.7,235.8,237.7
'36539_at','LOC91316',7.9,7.1,38.8,5.7,11.8,3.9,25.2,20.5,4.8,12.5,18.9,7.9,7.2,4.5,6.9,6.2,11.3,12.6
'36540_at','RHOBTB2',15.2,18.6,20.5,16.1,53.5,11.3,48.0,16.2,10.2,24.5,15.1,5.5,19.6,68.4,43.1,34.0,17.8,15.3
'36541_at','DNAJA3',15.8,12.9,14.6,14.1,22.9,15.3,33.8,28.9,11.7,20.9,8.6,7.6,10.1,20.4,18.2,18.2,24.5,22.1
'36542_at','SLC9A6',75.5,114.0,99.2,72.8,140.9,60.6,22.5,45.0,38.8,68.0,75.5,61.5,147.6,106.4,116.7,99.5,139.1,81.0
'36543_at','F3',80.6,89.3,111.8,194.2,10.2,147.4,183.9,147.3,116.4,414.3,109.2,167.0,313.2,36.7,63.8,150.0,189.2,95.9
'36544_at','ARL3',78.3,113.0,39.1,72.2,100.7,107.2,299.2,117.5,82.0,75.6,127.5,110.1,122.7,126.3,120.5,108.4,96.6,117.4
'36545_s_at','SFI1',105.3,77.6,111.0,90.9,128.0,100.5,85.7,154.1,75.7,51.1,87.9,95.9,212.2,94.6,117.5,108.7,146.3,114.7
'36546_r_at','SFI1',8519.8,4461.6,7336.5,5462.5,5366.5,8342.1,6794.2,8788.6,8027.5,3871.9,4754.0,5126.3,5860.5,3663.0,6972.0,4680.8,9309.3,7790.5
'36547_r_at','SFI1',216.3,221.8,185.5,190.6,273.8,225.6,432.9,291.2,190.7,198.1,155.9,180.7,189.4,249.3,216.2,221.1,238.9,221.3
'36548_at','KIAA0895',29.1,37.4,11.6,30.2,35.8,49.7,14.5,14.2,51.4,7.8,31.6,6.6,55.5,6.0,21.2,13.5,53.1,45.8
'36549_at','SLC25A17',81.5,15.7,8.4,34.8,18.8,80.8,154.3,18.1,51.4,32.7,79.8,91.3,65.5,18.3,14.7,18.6,29.0,25.3
'36550_at','RIN2',316.8,488.9,315.9,308.3,223.6,297.5,119.4,352.6,228.6,263.1,431.9,204.6,381.6,374.0,250.1,200.7,334.5,241.4
'36551_at','C12orf29',87.2,44.2,86.9,47.7,73.2,74.4,133.1,58.7,67.0,75.7,69.7,91.1,47.3,34.9,13.7,91.0,80.4,59.1
'36552_at','C2CD3',156.2,155.2,187.7,152.5,129.0,165.4,296.5,162.4,180.8,159.1,167.7,175.0,175.6,108.4,174.9,170.8,148.4,145.4
'36553_at','ASMTL',428.0,307.0,303.5,375.3,452.5,460.2,170.9,323.2,566.4,505.3,548.4,778.0,371.9,287.0,528.0,437.4,297.6,444.6
'36554_at','ASMTL',345.5,178.8,206.8,256.0,227.3,281.5,111.9,181.7,318.0,299.5,272.1,358.6,174.6,180.0,245.2,207.8,232.2,297.4
'36555_at','SNCG',272.3,1108.1,769.5,203.5,379.2,135.8,170.6,517.1,211.1,325.5,152.3,172.5,418.2,388.3,469.4,459.2,780.1,508.7
'36556_at','RICH2',45.4,19.4,67.0,32.4,53.2,53.5,195.2,103.8,39.2,46.9,51.5,19.4,59.2,32.0,5.2,29.9,39.1,58.0
'36557_at','CACNB1',154.5,137.8,194.3,127.4,283.8,140.4,669.5,374.9,204.4,198.0,183.0,153.8,213.1,323.9,240.7,174.1,343.3,250.2
'36558_at','CACNB1',13.1,98.9,514.4,16.9,1270.2,87.7,194.1,98.8,74.4,73.9,66.7,23.5,110.4,1268.2,858.4,129.7,148.4,99.1
'36559_g_at','CACNB1',3.6,21.4,309.4,5.9,844.0,30.1,6.2,4.2,2.2,32.8,1.6,5.6,2.3,957.2,605.9,3.0,4.5,4.2
'36560_at','TMCC2',27.8,18.6,58.2,48.9,17.6,10.2,97.4,116.0,44.6,11.8,28.7,50.3,11.1,32.3,14.1,36.2,78.6,26.3
'36561_at','PCCB',172.8,109.1,146.1,198.3,171.5,213.4,36.5,55.9,224.6,216.0,214.1,164.7,103.8,230.4,110.3,143.9,155.7,176.1
'36562_at','KIAA0427',247.5,477.8,261.0,187.0,76.5,159.2,224.8,255.2,170.8,120.9,165.2,41.5,183.9,167.7,90.5,210.6,57.4,287.9
'36563_at','COPG2IT1',18.4,2.8,48.6,21.0,16.0,4.8,12.3,3.6,4.0,6.1,30.1,3.3,65.9,35.5,3.5,4.7,20.2,73.7
'36564_at','RNF19B',260.8,217.7,215.3,219.6,309.3,265.3,439.0,293.9,227.5,205.6,295.3,183.1,198.6,237.5,258.9,165.8,320.8,258.8
'36565_at','RNF113A',51.7,76.1,37.0,80.9,34.6,77.5,16.8,19.8,88.9,15.1,78.3,29.6,32.4,9.3,16.3,18.9,15.2,18.6
'36566_at','CTNS',258.0,111.0,135.2,242.3,160.5,234.2,109.4,146.2,232.2,183.1,193.8,169.1,196.3,123.3,128.5,158.2,168.8,174.8
'36567_at','SLC17A7',22.4,71.0,21.4,74.8,84.5,31.4,673.4,278.7,51.8,101.8,63.8,121.6,180.9,36.3,87.1,83.8,233.5,170.9
'36568_at','SLC17A7',20.7,15.5,27.7,21.1,25.5,15.2,55.8,36.2,19.3,40.5,22.0,18.9,21.8,35.4,11.8,21.3,40.8,27.7
'36569_at','CLEC3B',169.4,276.1,573.0,169.0,370.6,216.0,386.1,688.8,296.7,152.7,201.1,242.5,416.3,611.5,332.4,247.8,217.0,219.2
'36570_at','CALB1',5.1,4.3,19.3,22.8,25.1,9.3,94.7,38.8,4.8,10.2,4.5,4.5,4.9,37.2,2.7,8.0,20.9,7.7
'36571_at','TOP2B',940.1,579.0,568.2,652.3,399.2,457.6,443.2,681.6,283.5,730.1,912.9,813.5,773.7,547.4,640.8,505.3,405.6,530.6
'36572_r_at','ARL6IP1',361.3,194.5,230.7,394.5,135.2,389.1,220.2,180.1,308.4,448.3,417.9,499.7,389.0,190.4,231.2,307.6,285.6,222.7
'36573_at','PIAS1',119.6,104.1,102.6,135.5,161.4,126.5,109.4,179.9,64.8,107.9,122.7,167.5,104.1,165.6,137.3,144.4,136.7,149.3
'36574_at','IDH3G',641.7,587.2,654.2,439.6,656.8,432.0,325.4,425.6,623.0,449.1,485.4,539.3,617.8,606.4,670.0,447.5,434.5,455.4
'36575_at','RGS1',94.4,109.7,56.8,110.9,65.6,84.7,68.9,121.8,55.7,202.4,81.5,82.2,200.0,70.5,179.6,92.3,151.6,129.2
'36576_at','H2AFY',704.3,404.6,303.2,509.8,246.8,469.9,229.9,340.1,549.8,544.7,582.9,503.8,626.6,339.9,446.5,558.8,521.0,359.1
'36577_at','FERMT2',704.6,3551.5,1577.2,808.7,1237.4,688.4,702.9,1548.2,630.5,567.3,973.8,604.8,1172.4,782.2,2027.7,1430.5,1046.7,786.3
'36578_at','BIRC2',169.3,93.3,111.9,246.4,90.4,158.1,22.9,101.2,123.9,263.2,211.3,170.2,192.6,113.2,131.1,92.0,150.8,178.3
'36579_at','UBE4A',351.8,166.1,168.0,412.0,139.9,242.1,27.0,121.1,220.9,419.6,403.3,513.6,212.1,172.4,163.5,276.1,195.5,265.1
'36580_at','RMND5A',228.7,183.5,223.3,172.2,170.0,142.0,82.5,40.5,131.2,172.7,154.6,250.2,169.7,355.6,164.5,135.7,154.3,145.0
'36581_at','GARS',544.9,532.2,333.1,452.1,370.3,352.4,407.4,845.5,294.2,423.2,420.0,468.7,399.1,556.8,597.9,418.5,342.6,236.6
'36582_g_at','GARS',246.6,260.0,202.5,323.4,190.4,236.1,186.6,411.7,160.0,192.2,193.1,188.5,158.9,252.8,266.1,142.4,283.9,93.3
'36583_at','SNX1',897.2,622.2,302.0,1136.7,477.6,1096.8,143.0,394.5,794.6,845.1,776.8,859.2,498.4,291.8,274.6,484.0,459.8,552.6
'36584_at','ITIH2',40.5,23.9,3.9,9.2,37.8,5.1,104.3,66.7,18.1,16.2,17.9,10.5,23.5,2.7,15.1,23.5,9.6,41.6
'36585_at','ARF4',1715.2,1299.9,889.5,2219.9,1165.2,1928.3,483.1,1109.0,1656.0,1559.5,2002.9,1860.8,1375.0,880.7,1199.6,1027.9,1091.7,1080.7
'36586_at','AIP',174.2,196.9,246.0,222.0,189.7,134.0,192.7,153.9,231.2,141.5,121.2,134.3,207.5,93.7,186.9,231.6,120.1,255.6
'36587_at','EEF2',3251.8,4138.3,3296.1,2913.6,4293.8,3499.8,1009.6,2640.1,5023.3,3818.6,3548.8,4411.1,4890.4,4532.7,4105.9,3893.3,2994.3,4640.2
'36588_at','SUN1',153.5,237.3,372.5,123.4,151.7,144.3,85.0,155.9,159.6,182.6,241.3,217.5,393.2,302.4,285.4,163.2,148.8,142.9
'36589_at','AKR1B1',429.7,613.0,1144.0,264.6,1498.0,294.7,515.5,1042.2,355.1,545.5,457.2,233.0,539.0,1600.5,990.6,499.8,534.9,495.4
'36590_at','SLC16A2',27.5,64.2,45.0,11.4,63.6,33.2,121.2,38.6,49.1,58.8,17.9,37.6,71.6,74.9,111.1,40.2,33.5,25.3
'36591_at','TUBA4A',1002.2,1047.9,1871.9,634.1,2590.8,691.7,935.2,765.9,1277.3,659.7,804.2,781.2,878.3,3350.8,1941.7,1040.3,1270.9,878.1
'36592_at','PHB',451.8,564.3,380.5,648.2,440.1,434.0,544.7,354.2,951.5,591.9,480.9,431.5,247.8,388.7,314.4,345.5,439.8,605.5
'36593_at','EXT2',90.4,108.5,102.1,126.7,73.0,132.7,36.8,61.3,153.0,79.4,66.3,91.5,82.8,71.0,76.2,63.4,92.0,79.2
'36594_s_at','EXT2',165.3,192.7,122.4,85.2,23.5,137.8,17.7,130.8,92.0,145.5,84.9,193.3,177.1,74.5,134.2,59.9,91.8,55.6
'36595_s_at','GATM',24.2,49.8,39.1,2.0,54.4,4.6,3.7,28.8,25.0,19.3,6.5,22.9,39.1,77.7,73.9,24.4,55.9,4.7
'36596_r_at','GATM',59.5,141.1,116.2,38.8,160.7,44.8,73.1,94.5,58.5,68.2,70.6,38.6,118.1,184.6,208.7,86.1,161.9,76.3
'36597_at','NOLC1',256.4,147.1,164.8,359.2,137.8,314.7,140.7,135.3,234.9,274.8,294.0,296.8,174.0,174.8,190.0,162.5,182.0,135.8
'36598_s_at','INPPL1',222.9,113.3,230.5,56.6,190.7,57.2,206.6,54.1,123.5,95.1,100.2,117.2,206.2,184.3,171.2,169.4,165.1,155.5
'36599_at','ME2',102.7,47.6,118.8,105.9,157.2,98.0,26.4,71.4,65.7,145.6,116.6,68.3,64.1,149.1,100.5,101.3,59.9,78.0
'365_at','CYLC1',11.4,26.1,69.3,10.7,5.6,26.6,117.8,34.9,26.3,30.1,12.1,6.9,16.5,44.5,9.5,30.2,55.5,12.9
'36600_at','PSME1',732.0,707.6,416.8,1211.9,587.6,1106.6,114.8,501.9,826.8,843.8,777.4,602.7,616.8,375.0,612.1,375.7,409.7,619.9
'36601_at','VCL',809.3,2365.4,2247.3,582.8,1447.6,429.2,725.1,724.2,633.9,539.4,1365.9,699.8,1216.6,929.5,3616.4,2215.0,1539.6,1145.8
'36602_at','PMPCA',113.4,134.2,105.0,86.6,94.2,92.3,35.4,66.0,125.1,130.1,95.5,93.3,116.6,136.3,114.1,119.2,96.4,105.6
'36603_at','GCN1L1',190.1,223.9,324.2,183.9,144.2,166.8,262.5,314.9,245.0,181.2,211.9,285.2,220.5,194.8,285.3,180.7,256.5,196.5
'36604_at','UBE2N',219.5,182.7,136.7,266.0,145.4,193.3,60.2,105.8,184.6,319.4,318.3,394.5,285.6,160.2,207.5,211.2,155.9,117.5
'36605_at','TCF4',25.1,12.5,16.3,21.8,59.9,10.3,101.3,75.7,26.6,3.9,17.1,32.3,23.7,27.1,25.0,35.1,37.1,3.9
'36606_at','CPE',1473.3,285.8,371.7,2515.7,334.2,3154.2,90.1,280.4,2019.5,2261.4,2319.3,2967.8,672.8,132.9,157.8,1391.6,1378.4,1774.3
'36607_at','NAGA',147.8,121.3,156.0,128.6,187.4,92.9,27.5,198.6,107.3,155.9,135.1,63.2,163.6,127.9,169.9,198.0,188.4,183.0
'36608_at','MDH1',1602.2,1494.1,1470.5,1626.4,2859.7,1590.5,476.8,751.1,1216.5,1631.0,1962.7,2107.1,1294.2,3272.0,2104.8,1513.4,1078.7,1113.5
'36609_at','SLC1A3',11.5,17.9,41.5,32.3,25.1,33.6,56.1,54.7,26.5,51.7,64.1,20.1,26.5,19.7,26.5,42.2,61.4,35.4
'36610_at','R3HDM1',92.1,78.0,93.3,43.8,68.2,53.2,41.0,87.7,66.3,48.1,127.7,60.6,89.5,78.2,84.8,90.7,71.9,47.3
'36611_at','ACP1',482.3,604.7,476.0,760.5,693.4,765.8,857.1,805.4,516.1,762.4,914.0,651.5,570.4,832.6,667.8,468.4,696.3,431.3
'36612_at','FAM168A',36.6,56.5,16.3,34.8,9.9,10.6,23.6,13.9,71.6,46.8,66.0,89.6,90.8,37.6,54.0,42.3,72.7,95.1
'36613_at','IFRD2',503.6,487.6,321.7,522.4,481.1,536.8,740.0,463.4,538.9,380.5,467.3,486.1,308.6,472.8,331.8,504.6,414.2,334.5
'36614_at','HSPA5',965.9,726.1,604.1,1584.1,1045.4,1449.7,625.0,457.4,1757.4,1175.7,1518.0,1959.7,737.7,617.1,947.0,585.8,820.8,600.7
'36615_at','MANF',856.0,823.5,587.5,912.6,1079.5,904.0,766.8,610.3,1100.6,800.3,969.4,1298.6,774.6,651.1,866.6,841.5,1119.8,955.5
'36616_at','DAZAP2',1268.1,1049.0,672.1,1251.6,633.4,1190.3,520.6,946.4,1150.1,1185.2,1263.9,1211.6,999.5,754.4,883.4,870.0,846.8,829.6
'36617_at','ID1',3746.7,2788.4,4477.5,5532.6,1664.8,4495.3,4393.2,5294.4,5514.2,8704.0,2461.9,3096.0,5990.5,4251.2,3184.8,6586.0,9627.9,2637.0
'36618_g_at','ID1',703.6,520.9,622.7,1239.0,380.0,1128.7,951.5,1097.1,1426.8,2526.8,545.9,513.3,958.6,1014.6,605.9,1189.3,2342.5,731.7
'36619_r_at','ID1',27.1,27.3,184.7,96.2,91.6,130.2,72.7,180.4,92.9,241.4,31.5,112.5,196.0,213.5,66.5,136.9,363.0,86.8
'36620_at','SOD1',1588.4,1390.6,1478.3,1520.4,1340.3,1499.5,642.1,884.2,1538.5,1592.8,1773.8,1659.5,1354.2,1221.1,1534.8,1394.8,1142.9,1155.0
'36621_at','AHSG',4.0,7.3,32.0,49.6,17.4,38.3,91.7,51.9,43.8,19.9,32.7,13.8,71.7,83.2,11.5,72.1,62.5,31.4
'36622_at','FGG',1.3,1.3,7.8,2.6,1.5,4.1,14.8,3.4,1.5,1.7,0.8,3.9,1.3,6.4,1.3,3.1,2.2,1.5
'36623_at','ALPL',203.9,229.8,26.0,119.0,109.1,128.4,68.5,160.1,110.5,43.7,27.9,17.0,18.0,45.5,34.3,29.1,36.5,35.2
'36624_at','IMPDH2',1865.2,1709.8,1300.1,2192.9,2507.5,2117.5,964.4,1756.5,2407.0,1913.1,2094.4,1943.9,2099.9,1363.1,1540.1,1507.5,1585.8,1579.5
'36625_at','ACOT1',280.6,905.2,435.1,393.4,637.5,489.5,260.6,450.6,447.1,288.7,358.2,409.9,268.4,299.9,427.8,341.5,267.1,256.1
'36626_at','HSD17B4',543.1,265.5,302.2,1145.4,279.8,1799.0,22.7,206.6,577.4,679.5,921.0,1046.2,396.0,216.7,297.7,263.5,436.7,291.2
'36627_at','SPARCL1',899.2,5731.5,5348.7,2185.4,5062.0,2187.0,1633.7,1869.5,1480.2,1848.6,1764.3,1787.6,2932.7,5064.6,5611.9,3527.6,1876.4,2452.4
'36628_at','RALBP1',382.3,584.9,541.1,405.8,431.2,364.4,138.1,292.8,353.0,544.6,369.4,528.4,471.2,433.3,366.0,479.9,459.1,296.9
'36629_at','TSC22D3',694.1,550.4,1093.6,1781.0,272.5,1757.8,183.0,337.9,3820.5,3610.4,1558.5,2597.9,1550.8,432.8,475.5,2455.6,782.3,3431.1
'36630_at','TSC22D3',235.9,235.4,295.6,492.3,288.4,627.0,88.9,290.2,1176.9,710.5,472.5,631.9,319.6,249.4,138.4,482.7,174.7,770.9
